title,doctype,keywords,collection,docno,relasedec,origclass,pagect,doccreation,docrelease,seqno,caseno,pubdate,file
CURRENT INTELLIGENCE BULLETIN - 1951/08/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02739460,RIPPUB,U,6,"April 15, 2019","April 22, 2019",,,"August 30, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603274%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/01/14,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989045,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"January 14, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722752%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/05/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03192936,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"May 15, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722744%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/08/29,SPECIALCOLLECTION,JAN 1958 - NOV 1958TAIWAN STRAITS,Current/Central Intelligence Bulletin Collection,00260822,RIPPUB,U,9,"January 27, 2020","January 30, 2020",,,"August 29, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777410%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/10/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179286,RIPPUB,U,16,"March 17, 2020","March 26, 2020",,,"October 4, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798951%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/01/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03182296,RIPPUB,U,13,"January 27, 2020","January 30, 2020",,,"January 24, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772479%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/11/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02739315,RIPPUB,U,8,"April 15, 2019","April 22, 2019",,,"November 21, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603034%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/05/31,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179258,RIPPUB,U,14,"March 17, 2020","March 26, 2020",,,"May 31, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15799037%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/09/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989050,RIPPUB,U,6,"September 20, 2019","September 26, 2019",,,"September 2, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15721939%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/08/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973598,RIPPUB,U,6,"June 6, 2019","June 27, 2019",,,"August 23, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653020%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/03/24,SPECIALCOLLECTION,2018 Sanitization,Current/Central Intelligence Bulletin Collection,03160433,RIPPUB,U,11,"December 12, 2019","December 20, 2019",,,"March 24, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755565%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/05/14,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03163332,RIPPUB,U,17,"February 25, 2020","February 27, 2020",,,"May 14, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787438%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/05/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03006393,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"May 23, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689672%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/08/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973579,RIPPUB,U,9,"June 6, 2019","June 27, 2019",,,"August 2, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653059%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/12/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03177769,RIPPUB,U,15,"December 12, 2019","December 20, 2019",,,"December 11, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757584%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/10/17,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03190615,RIPPUB,U,12,"December 12, 2019","December 20, 2019",,,"October 17, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757359%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/07/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02740739,RIPPUB,U,7,"April 15, 2019","April 22, 2019",,,"July 13, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603112%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/12/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003765,RIPPUB,U,8,"July 15, 2019","July 22, 2019",,,"December 19, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677499%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/03/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03156025,RIPPUB,U,9,"February 25, 2020","February 27, 2020",,,"March 24, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787433%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/07/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03001377,RIPPUB,U,9,"August 20, 2019","August 30, 2019",,,"July 7, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706793%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/05/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02003061,RIPPUB,U,12,"March 18, 2019","March 28, 2019",,,"May 16, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587353%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/01/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989043,RIPPUB,U,8,"September 20, 2019","September 26, 2019",,,"January 12, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722725%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/08/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02872249,RIPPUB,U,9,"July 15, 2019","July 22, 2019",,,"August 1, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677461%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/10/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003301,RIPPUB,U,20,"January 27, 2020","January 30, 2020",,,"October 15, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777424%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/07/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02014433,RIPPUB,U,8,"April 15, 2019","April 22, 2019",,,"July 29, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603116%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/04/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03190717,RIPPUB,U,17,"January 27, 2020","January 30, 2020",,,"April 24, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772496%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/01/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02008410,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"January 10, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671744%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/01/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03020475,RIPPUB,U,9,"October 25, 2019","October 31, 2019",,,"January 2, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742111%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/02/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02000186,RIPPUB,U,20,"August 14, 2020","August 27, 2020",,,"February 3, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815638%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/10/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02008382,RIPPUB,U,11,"April 15, 2019","April 22, 2019",,,"October 18, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15602983%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/02/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03161846,RIPPUB,U,12,"October 25, 2019","October 31, 2019",,,"February 24, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740164%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/08/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000926,RIPPUB,U,5,"August 20, 2019","August 30, 2019",,,"August 12, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706798%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/04/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03160446,RIPPUB,U,8,"December 12, 2019","December 20, 2019",,,"April 28, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755591%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/04/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03177797,RIPPUB,U,14,"January 27, 2020","January 30, 2020",,,"April 16, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772382%5D.pdf
IN THE MILITARY STYLE:  DWIGHT EISENHOWER,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,06788937,RIPPUB,U,3,"March 18, 2019","March 28, 2019",,,,https://www.cia.gov/library/readingroom/docs/IN%20THE%20MILITARY%20STYLE%20%20DW%5B15587363%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/05/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03181205,RIPPUB,U,6,"September 20, 2019","September 26, 2019",,,"May 4, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722790%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/06/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03194452,RIPPUB,U,13,"January 27, 2020","January 30, 2020",,,"June 9, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772472%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/11/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02995585,RIPPUB,U,13,"September 20, 2019","September 26, 2019",,,"November 11, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722057%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/09/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02872240,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"September 11, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677484%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/07/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03029876,RIPPUB,U,13,"February 25, 2020","February 27, 2020",,,"July 25, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787673%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/04/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03177796,RIPPUB,U,16,"January 27, 2020","January 30, 2020",,,"April 15, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772422%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/09/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989921,RIPPUB,U,9,"February 25, 2020","February 27, 2020",,,"September 7, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787741%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/08/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03188695,RIPPUB,U,8,"December 12, 2019","December 20, 2019",,,"August 23, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757406%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/06/07,SPECIALCOLLECTION,2018 Sanitization,Current/Central Intelligence Bulletin Collection,03153696,RIPPUB,U,12,"December 12, 2019","December 20, 2019",,,"June 7, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755689%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/12/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,06830670,RIPPUB,U,17,"January 27, 2020","January 30, 2020",,,"December 9, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777326%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/12/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02998397,RIPPUB,U,17,"January 27, 2020","January 30, 2020",,,"December 6, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777306%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/09/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02022702,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"September 12, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15707884%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/08/05,SPECIALCOLLECTION,2018 Sanitization,Current/Central Intelligence Bulletin Collection,03169512,RIPPUB,U,12,"January 27, 2020","January 30, 2020",,,"August 5, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777324%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/05/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02063773,RIPPUB,U,13,"December 12, 2019","December 20, 2019",,,"May 8, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755680%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/12/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03192686,RIPPUB,U,14,"December 12, 2019","December 20, 2019",,,"December 1, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757365%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/04/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02003052,RIPPUB,U,8,"March 18, 2019","March 28, 2019",,,"April 27, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587417%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/10/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02008416,RIPPUB,U,17,"January 27, 2020","January 30, 2020",,,"October 18, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777434%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/06/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02985835,RIPPUB,U,16,"January 27, 2020","January 30, 2020",,,"June 11, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772401%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/10/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02692636,RIPPUB,U,8,"June 6, 2019","June 27, 2019",,,"October 25, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653005%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/08/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03031338,RIPPUB,U,18,"March 17, 2020","March 26, 2020",,,"August 11, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798992%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/03/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02026935,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"March 28, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689517%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/12/31,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003770,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"December 31, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677476%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/08/22,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03193804,RIPPUB,U,9,"October 25, 2019","October 31, 2019",,,"August 22, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742075%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/04/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03017436,RIPPUB,U,8,"September 20, 2019","September 26, 2019",,,"April 6, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722785%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/02/17,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03173539,RIPPUB,U,14,"March 17, 2020","March 26, 2020",,,"February 17, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798777%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/01/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179283,RIPPUB,U,13,"March 17, 2020","March 26, 2020",,,"January 28, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798898%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/04/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046567,RIPPUB,U,7,"May 24, 2019","May 30, 2019",,,"April 20, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638464%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/02/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03161768,RIPPUB,U,10,"October 25, 2019","October 31, 2019",,,"February 28, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740090%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/05/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03176556,RIPPUB,U,12,"March 18, 2019","March 28, 2019",,,"May 10, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587349%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/09/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02022704,RIPPUB,U,8,"September 20, 2019","September 26, 2019",,,"September 5, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722072%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/01/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03031265,RIPPUB,U,12,"March 17, 2020","March 26, 2020",,,"January 19, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798846%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/07/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03448325,RIPPUB,U,8,"September 20, 2019","September 26, 2019",,,"July 15, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722064%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/09/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973620,RIPPUB,U,9,"June 6, 2019","June 27, 2019",,,"September 19, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653065%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/04/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03004636,RIPPUB,U,18,"March 17, 2020","March 26, 2020",,,"April 23, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15799033%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/12/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003751,RIPPUB,U,5,"July 15, 2019","July 22, 2019",,,"December 3, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677492%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/06/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03189345,RIPPUB,U,13,"March 17, 2020","March 26, 2020",,,"June 28, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798996%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/06/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03191550,RIPPUB,U,13,"February 25, 2020","February 27, 2020",,,"June 18, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787560%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/03/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03023201,RIPPUB,U,22,"February 25, 2020","February 27, 2020",,,"March 4, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787426%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/11/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02018014,RIPPUB,U,7,"June 6, 2019","June 27, 2019",,,"November 23, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15652992%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/05/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02901103,RIPPUB,U,4,"July 15, 2019","July 22, 2019",,,"May 6, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671671%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/01/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02026913,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"January 30, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671681%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/05/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02901118,RIPPUB,U,5,"July 15, 2019","July 22, 2019",,,"May 24, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671737%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/07/31,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02740747,RIPPUB,U,6,"April 15, 2019","April 22, 2019",,,"July 31, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603128%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/12/22,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02008397,RIPPUB,U,7,"April 15, 2019","April 22, 2019",,,"December 22, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603286%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/10/14,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000972,RIPPUB,U,8,"September 20, 2019","September 26, 2019",,,"October 14, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15721978%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/06/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03189332,RIPPUB,U,10,"March 17, 2020","March 26, 2020",,,"June 9, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798771%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/12/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003754,RIPPUB,U,5,"July 15, 2019","July 22, 2019",,,"December 6, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677462%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/08/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03172660,RIPPUB,U,19,"March 17, 2020","March 26, 2020",,,"August 18, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798867%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/01/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046528,RIPPUB,U,8,"May 24, 2019","May 30, 2019",,,"January 19, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638335%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/09/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973629,RIPPUB,U,6,"June 6, 2019","June 27, 2019",,,"September 30, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653067%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/09/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02733143,RIPPUB,U,8,"April 15, 2019","April 22, 2019",,,"September 23, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15602899%5D.pdf
